user_id,item_id,score,school_id
3,4449,0,2
3,4450,1,2
3,4466,0,2
3,4467,0,2
3,4468,0,2
3,968,1,2
3,4487,1,2
3,967,1,2
3,6987,1,2
3,823,0,2
3,818,0,2
3,826,0,2
3,844,1,2
3,834,1,2
3,880,0,2
3,881,1,2
3,882,1,2
3,883,0,2
3,13356,0,2
3,13357,1,2
3,13358,1,2
3,13359,0,2
3,13428,0,2
3,13332,1,2
3,13440,1,2
3,13252,1,2
3,13424,0,2
3,13425,0,2
3,13426,0,2
3,13427,1,2
3,13364,0,2
3,13256,1,2
3,13376,1,2
3,13232,0,2
3,13233,0,2
3,13234,1,2
3,13235,1,2
3,13783,1,2
3,13988,1,2
3,14008,1,2
3,14018,1,2
3,13763,0,2
3,13764,0,2
3,13853,1,2
3,13973,0,2
3,13974,1,2
3,13888,1,2
3,13983,1,2
3,13943,1,2
3,6589,0,2
3,1923,1,2
4,13888,0,3
4,13890,1,3
4,13891,1,3
4,13892,1,3
4,13898,1,3
4,13943,0,3
4,13945,1,3
4,13946,1,3
4,13947,1,3
4,13828,1,3
4,13963,1,3
4,13973,1,3
4,13918,0,3
4,13920,1,3
4,13921,1,3
4,13922,1,3
4,13803,1,3
4,13913,0,3
4,13915,1,3
4,13916,1,3
4,13917,1,3
4,13873,1,3
4,14003,1,3
5,1067,1,2
5,1078,1,2
5,11743,1,2
5,11758,1,2
5,11750,1,2
5,12258,0,2
5,12273,1,2
5,12274,1,2
5,12255,1,2
5,2973,0,2
5,3160,1,2
5,2976,1,2
5,3147,1,2
5,173,1,2
5,164,1,2
5,1023,1,2
5,1027,1,2
5,12002,1,2
5,4415,1,2
5,2559,1,2
5,2603,1,2
5,2712,1,2
5,501,1,2
5,3059,1,2
5,3085,1,2
5,12351,1,2
5,528,1,2
5,547,1,2
5,2794,1,2
5,2791,1,2
5,2859,1,2
5,2857,1,2
5,356,1,2
5,3120,1,2
5,3109,1,2
5,2821,1,2
5,2825,1,2
5,12090,1,2
5,2902,1,2
5,2953,1,2
5,2926,1,2
5,2899,1,2
5,102,1,2
5,109,1,2
5,78,0,2
5,93,0,2
5,67,1,2
5,87,1,2
5,69,1,2
5,11314,1,2
5,11842,1,2
5,12443,1,2
5,5294,0,2
5,5296,1,2
5,5295,1,2
5,5292,0,2
5,5299,1,2
5,5382,1,2
5,5373,1,2
5,5391,1,2
5,5307,1,2
5,12583,0,2
5,12523,1,2
5,12560,1,2
5,12575,1,2
5,5425,1,2
5,5433,1,2
5,5385,1,2
5,5270,1,2
5,5272,1,2
5,5312,1,2
5,5328,1,2
5,5446,1,2
5,10151,1,2
5,5024,1,2
5,10010,1,2
5,5025,1,2
5,4932,1,2
5,6584,0,2
5,6609,1,2
5,6636,0,2
5,6617,1,2
5,6640,0,2
5,6573,0,2
5,6610,1,2
5,6656,0,2
5,6661,1,2
5,6672,0,2
5,6666,1,2
5,6652,0,2
5,6673,1,2
5,6689,1,2
5,6691,1,2
5,6705,1,2
5,6932,1,2
5,6739,0,2
5,6734,1,2
5,6736,0,2
5,6730,0,2
5,6727,1,2
5,6942,1,2
5,6742,1,2
5,6752,1,2
5,6753,1,2
5,5472,1,2
5,6782,0,2
5,6787,1,2
5,6779,1,2
5,6796,1,2
5,6628,1,2
5,6669,1,2
5,5521,1,2
5,9164,1,2
5,9076,1,2
5,5198,0,2
5,5244,1,2
5,5258,1,2
5,5246,1,2
5,4993,0,2
5,4985,0,2
5,4991,1,2
5,4996,1,2
5,4987,0,2
5,4995,1,2
5,5806,1,2
5,10227,1,2
5,10331,1,2
5,5719,1,2
5,5638,1,2
5,11465,1,2
5,8055,0,2
5,8059,1,2
5,13019,1,2
5,8066,1,2
5,8118,1,2
5,8038,1,2
5,4859,1,2
5,5144,1,2
5,5055,0,2
5,5046,1,2
5,5061,1,2
5,5045,1,2
5,4747,1,2
5,4651,1,2
5,7166,1,2
5,7029,0,2
5,7153,1,2
5,7189,1,2
5,7073,1,2
5,7608,1,2
5,7753,1,2
5,3560,1,2
5,7093,1,2
5,7027,1,2
5,7145,1,2
5,7631,1,2
5,7703,1,2
5,3561,0,2
5,3555,1,2
5,3559,1,2
5,3558,1,2
5,1300,1,2
5,7538,1,2
5,3835,1,2
5,1215,1,2
5,4220,1,2
5,7531,1,2
5,3695,1,2
5,1303,1,2
5,4218,1,2
5,13464,1,2
5,13476,1,2
5,13452,1,2
5,13462,1,2
5,13461,1,2
5,3863,1,2
5,13471,1,2
5,13472,1,2
5,13479,1,2
5,13483,1,2
5,3757,1,2
5,1359,1,2
5,1369,1,2
5,4372,1,2
5,6399,1,2
5,6371,1,2
5,6532,0,2
5,6525,0,2
5,6350,1,2
5,6473,1,2
5,6541,0,2
5,6347,1,2
5,6511,0,2
5,6509,0,2
5,6508,1,2
5,6500,1,2
5,6368,1,2
5,6365,1,2
5,6491,1,2
5,1346,1,2
5,4283,1,2
5,6438,0,2
5,6412,0,2
5,6416,1,2
5,6482,1,2
5,6535,0,2
5,6443,0,2
5,6477,1,2
5,6343,1,2
5,6501,1,2
5,6534,0,2
5,6481,1,2
5,6457,1,2
5,6484,1,2
5,6372,1,2
5,6472,1,2
5,3516,1,2
5,9765,1,2
5,9798,1,2
5,616,1,2
5,7081,1,2
5,1429,1,2
5,626,1,2
5,610,1,2
5,630,1,2
5,605,1,2
5,618,1,2
5,7344,1,2
5,1415,1,2
5,614,1,2
5,604,1,2
5,601,1,2
5,621,1,2
5,8537,1,2
5,8610,1,2
5,6837,1,2
5,6819,1,2
5,6856,1,2
5,6858,0,2
5,6808,1,2
5,6846,1,2
5,6842,1,2
5,6831,1,2
5,6825,1,2
5,6827,0,2
5,6839,0,2
5,6816,1,2
5,6804,1,2
5,6833,1,2
5,6814,1,2
5,6853,1,2
5,7844,1,2
5,7832,1,2
5,7814,1,2
5,7817,1,2
5,7847,1,2
5,7871,1,2
5,7800,0,2
5,7830,1,2
5,7820,1,2
5,7806,1,2
5,1656,1,2
5,1650,1,2
5,8406,1,2
5,1630,1,2
5,8322,1,2
5,7780,1,2
5,4687,1,2
5,12901,0,2
5,7786,1,2
5,4682,1,2
5,12933,1,2
5,640,1,2
5,700,0,2
5,701,1,2
5,702,1,2
5,670,0,2
5,671,1,2
5,672,1,2
5,634,1,2
5,676,1,2
5,706,1,2
5,715,1,2
5,652,1,2
5,697,1,2
5,679,1,2
5,694,1,2
5,6906,1,2
5,6874,0,2
5,6880,1,2
5,6901,1,2
5,6914,1,2
5,6905,1,2
5,6867,1,2
5,10534,1,2
5,6903,1,2
5,6890,0,2
5,6875,0,2
5,6872,1,2
5,6863,1,2
5,6879,1,2
5,6866,1,2
5,6908,1,2
5,10460,1,2
5,14085,0,2
5,14071,0,2
5,14057,1,2
5,14086,1,2
5,14068,1,2
5,7007,0,2
5,7013,1,2
5,7287,1,2
5,7244,1,2
5,14063,0,2
5,14082,0,2
5,14070,0,2
5,14079,0,2
5,14062,1,2
5,14075,1,2
5,7220,1,2
5,4720,1,2
5,3224,1,2
5,3193,1,2
5,3189,1,2
5,8729,1,2
5,8771,1,2
5,8767,1,2
5,8797,1,2
5,8805,1,2
5,8196,0,2
5,8190,1,2
5,8257,1,2
5,8254,1,2
5,8436,1,2
5,4725,1,2
5,3169,1,2
5,3225,1,2
5,3217,1,2
5,8812,1,2
5,8818,1,2
5,8777,1,2
5,8773,1,2
5,8747,1,2
5,8137,1,2
5,8439,1,2
5,7990,1,2
5,7889,0,2
5,7993,1,2
5,7883,1,2
5,7881,1,2
5,8625,1,2
5,3670,1,2
5,8712,1,2
5,3650,0,2
5,3675,1,2
5,3593,1,2
5,3652,1,2
5,7440,1,2
5,14608,1,2
5,7472,1,2
5,7429,1,2
5,7433,1,2
5,14604,1,2
5,14589,1,2
5,14611,1,2
5,7447,1,2
5,7435,1,2
5,8961,0,2
5,8862,0,2
5,8998,1,2
5,8872,1,2
5,8939,1,2
5,8991,0,2
5,8964,1,2
5,8913,1,2
5,8918,0,2
5,8828,1,2
5,8863,1,2
5,8853,0,2
5,8968,1,2
5,8997,1,2
5,8861,1,2
5,9002,1,2
5,8869,1,2
5,8846,1,2
5,8941,1,2
5,8921,0,2
5,8990,0,2
5,8938,1,2
5,8831,1,2
5,8986,1,2
5,9000,0,2
5,8953,1,2
5,8933,1,2
5,8995,1,2
5,8984,1,2
5,8937,1,2
5,9320,1,2
5,9436,0,2
5,9429,1,2
5,11603,0,2
5,9424,1,2
5,9441,1,2
5,9420,1,2
5,3233,1,2
5,9629,1,2
5,3255,1,2
5,9553,1,2
5,11204,1,2
5,2283,1,2
5,5495,1,2
5,5511,1,2
5,9824,1,2
5,9896,1,2
5,1593,1,2
5,10703,1,2
5,10579,1,2
5,10548,1,2
5,10793,1,2
5,1520,1,2
5,10588,1,2
5,10763,1,2
5,1537,1,2
5,1604,0,2
5,1601,1,2
5,1621,0,2
5,1607,1,2
5,1600,1,2
5,1612,1,2
5,1616,1,2
5,1603,1,2
5,1699,1,2
5,1869,1,2
5,11135,1,2
5,10988,1,2
5,1792,1,2
5,1796,1,2
5,1888,1,2
5,11015,1,2
5,11189,1,2
5,1734,1,2
5,1790,1,2
5,1820,1,2
5,10957,1,2
5,11142,1,2
5,1478,1,2
5,1492,1,2
5,8108,1,2
5,1483,1,2
5,8304,1,2
5,7967,1,2
5,3265,1,2
5,8221,1,2
5,11907,1,2
5,11889,1,2
5,11919,0,2
5,11872,1,2
5,6269,1,2
5,11559,1,2
5,5884,1,2
5,10943,1,2
5,5556,1,2
5,5866,0,2
5,5867,1,2
5,5854,1,2
5,5849,1,2
5,10620,1,2
5,5597,1,2
5,6193,1,2
5,4460,0,2
5,4461,1,2
5,4462,1,2
5,982,1,2
5,4448,1,2
5,6961,1,2
5,972,1,2
5,7274,1,2
5,4499,1,2
5,825,1,2
5,876,1,2
5,830,1,2
5,864,1,2
5,8899,1,2
5,9477,1,2
5,9383,1,2
5,9237,0,2
5,9152,1,2
5,9197,1,2
5,9171,1,2
5,13316,1,2
5,13730,0,2
5,13731,1,2
5,13732,1,2
5,13733,1,2
5,13723,1,2
5,13569,1,2
5,13674,1,2
5,13555,1,2
5,13751,1,2
5,12730,1,2
5,9669,1,2
5,13778,0,2
5,13780,1,2
5,13781,1,2
5,13782,1,2
5,14038,0,2
5,14039,1,2
5,13973,1,2
5,13783,1,2
5,13833,1,2
5,1906,1,2
5,726,1,2
5,718,1,2
5,771,1,2
5,737,1,2
5,748,1,2
5,3318,0,2
5,3319,0,2
5,3320,1,2
5,3321,1,2
5,3358,1,2
5,3354,0,2
5,3355,0,2
5,3356,1,2
5,3357,0,2
5,3306,1,2
5,3382,1,2
5,3366,0,2
5,3367,1,2
5,3368,1,2
5,3369,1,2
5,3330,1,2
5,6677,1,2
5,2032,1,2
5,2126,1,2
6,1429,0,4
6,1445,1,4
6,1422,0,4
6,1434,1,4
6,1438,1,4
6,1415,0,4
6,1451,1,4
6,1463,1,4
6,1456,1,4
6,1457,0,4
6,1458,1,4
6,7318,1,4
6,7328,1,4
6,1468,1,4
6,1441,1,4
6,1442,1,4
6,1444,1,4
6,7337,1,4
6,7043,1,4
6,7336,1,4
7,7740,0,7
7,7747,0,7
7,7689,1,7
7,7688,1,7
7,7763,1,7
7,7674,0,7
7,7590,1,7
7,1252,0,7
7,4207,0,7
7,4051,1,7
7,4216,1,7
7,4209,1,7
7,7538,1,7
7,7552,0,7
7,7556,0,7
7,7574,0,7
7,7548,1,7
7,7546,0,7
7,7535,1,7
7,7544,1,7
7,7569,0,7
7,7539,1,7
7,13464,0,7
7,13454,1,7
7,13462,1,7
7,13476,1,7
7,4365,1,7
7,4308,0,7
7,4373,1,7
7,4313,1,7
7,4256,1,7
7,1331,1,7
7,1359,1,7
7,615,0,7
7,626,1,7
7,630,1,7
7,616,1,7
7,1678,0,7
7,8413,0,7
7,8391,0,7
7,8373,0,7
7,8414,0,7
7,8385,0,7
7,10449,1,7
7,10497,0,7
7,10536,0,7
7,10542,0,7
7,10530,0,7
7,10503,1,7
7,10477,1,7
7,10472,1,7
7,10479,1,7
7,10489,1,7
7,11213,0,7
7,9818,0,7
7,9843,0,7
7,10554,1,7
7,10522,0,7
7,7107,1,7
7,7104,1,7
7,10569,0,7
7,10557,1,7
7,10513,1,7
7,10590,1,7
7,10744,0,7
7,10797,0,7
7,10756,0,7
7,10764,0,7
7,1558,1,7
7,1534,0,7
7,1596,0,7
7,1523,0,7
7,1503,1,7
7,1546,0,7
7,1591,0,7
7,1515,1,7
7,1535,1,7
7,1531,1,7
7,10805,0,7
7,10745,0,7
7,10695,1,7
7,10788,0,7
7,10668,1,7
7,10765,1,7
7,10697,1,7
7,1616,1,7
7,1605,1,7
7,1608,1,7
7,1599,1,7
7,1626,1,7
7,1751,1,7
7,1720,0,7
7,1744,1,7
7,1705,1,7
7,1724,1,7
7,10820,1,7
7,10959,0,7
7,10986,1,7
7,11013,1,7
7,10938,1,7
7,11144,1,7
7,11098,0,7
7,11121,1,7
7,11118,1,7
7,11196,1,7
7,1845,1,7
7,1877,1,7
7,1779,1,7
7,1792,1,7
7,1786,0,7
8,10560,0,1
8,7121,1,1
8,10569,1,1
8,7115,1,1
8,16694,0,1
8,16752,1,1
8,16753,1,1
8,16784,1,1
8,16565,0,1
8,6052,0,1
8,6053,0,1
8,13288,1,1
8,9022,1,1
8,9541,0,1
8,9497,0,1
8,9462,1,1
8,9519,1,1
8,9469,1,1
8,1981,0,1
8,1942,1,1
8,1960,0,1
9,1087,0,2
9,1038,1,2
9,1124,0,2
9,1100,1,2
9,1102,1,2
9,1051,1,2
9,156,0,2
9,161,0,2
9,132,0,2
9,2982,1,2
9,2960,0,2
9,170,1,2
9,2978,1,2
9,2958,1,2
9,1027,0,2
9,998,0,2
9,1004,1,2
9,1025,1,2
9,1018,1,2
9,2519,0,2
9,2467,0,2
9,2516,0,2
9,2469,0,2
9,2489,0,2
9,2579,0,2
9,2405,1,2
9,2574,0,2
9,2572,1,2
9,2566,1,2
9,2552,0,2
9,2530,1,2
9,2536,1,2
9,2561,1,2
9,2663,0,2
9,2642,1,2
9,2634,1,2
9,2633,1,2
9,519,1,2
9,2722,1,2
9,3106,0,2
9,3034,0,2
9,3011,0,2
9,3069,0,2
9,3070,1,2
9,3023,1,2
9,3009,0,2
9,3084,0,2
9,2995,1,2
9,3032,1,2
9,3026,1,2
9,192,0,2
9,198,0,2
9,204,1,2
9,188,0,2
9,213,0,2
9,193,1,2
9,212,1,2
9,208,0,2
9,210,1,2
9,202,1,2
9,205,1,2
9,3107,0,2
9,222,1,2
9,3117,1,2
9,3123,1,2
9,545,1,2
9,527,1,2
9,572,1,2
9,561,1,2
9,586,1,2
9,582,0,2
9,780,1,2
9,791,0,2
9,781,1,2
9,796,0,2
9,785,1,2
9,241,1,2
9,3109,1,2
9,533,1,2
9,536,1,2
9,2782,0,2
9,2777,1,2
9,2762,1,2
9,2796,1,2
9,2808,1,2
9,2815,1,2
9,2847,1,2
9,2837,1,2
9,782,1,2
9,2899,0,2
9,2915,0,2
9,2955,0,2
9,2911,0,2
9,2945,1,2
9,70,0,2
9,110,0,2
9,111,0,2
9,102,0,2
9,112,1,2
9,2936,1,2
9,86,0,2
9,115,0,2
9,119,1,2
9,68,0,2
9,87,0,2
9,114,1,2
9,107,1,2
9,71,0,2
9,2900,1,2
9,2901,1,2
9,84,0,2
9,83,1,2
9,74,1,2
9,79,0,2
9,89,1,2
9,77,1,2
9,7349,1,2
9,1410,1,2
9,14077,0,2
9,3200,0,2
9,3197,0,2
9,3198,1,2
9,3199,1,2
9,3166,0,2
9,2376,1,2
9,1618,0,2
9,1605,1,2
9,1624,1,2
9,1627,1,2
9,13292,0,2
9,13293,0,2
9,13294,0,2
9,13295,1,2
9,13412,0,2
9,13376,0,2
9,13377,0,2
9,13378,1,2
9,13379,0,2
9,13400,0,2
9,13268,0,2
9,13356,0,2
9,13388,0,2
9,13416,0,2
9,13417,1,2
9,13418,0,2
9,13419,0,2
9,13240,1,2
9,13352,0,2
9,13353,1,2
9,13354,0,2
9,13355,0,2
9,13280,0,2
9,13432,1,2
9,13336,1,2
9,13646,0,2
9,13647,0,2
9,13648,0,2
9,13649,1,2
9,13555,1,2
9,13751,1,2
9,13730,1,2
9,13548,1,2
9,13611,1,2
9,13344,1,2
9,14038,0,2
9,14039,1,2
9,13928,0,2
9,13929,0,2
9,13833,0,2
9,13835,1,2
9,13836,1,2
9,13837,1,2
9,13768,0,2
9,13770,1,2
9,13771,1,2
9,13772,1,2
9,13853,0,2
9,13854,1,2
9,13973,1,2
9,13763,0,2
9,13764,1,2
9,13998,0,2
9,13999,1,2
9,13968,1,2
9,13828,1,2
9,1915,0,2
9,1901,0,2
9,1903,0,2
9,1910,0,2
9,1916,1,2
9,1899,0,2
9,1893,1,2
9,3302,0,2
9,3303,0,2
9,3304,0,2
9,3305,0,2
9,1922,0,2
9,1925,1,2
9,1961,0,2
9,1956,1,2
9,1931,1,2
9,2143,0,2
9,2088,0,2
9,2080,0,2
9,2107,0,2
9,2054,0,2
9,2018,0,2
9,2017,1,2
9,2044,1,2
10,5041,1,2
10,10334,1,2
10,11516,1,2
10,7188,1,2
10,7073,1,2
10,7096,1,2
10,3501,1,2
10,1424,1,2
10,7075,1,2
10,1436,1,2
10,625,1,2
10,618,1,2
10,628,0,2
10,8533,1,2
10,7063,1,2
10,7444,1,2
10,14585,1,2
10,14584,1,2
10,7443,1,2
10,14594,1,2
10,7445,1,2
10,7461,1,2
10,14589,0,2
10,7473,1,2
10,14587,1,2
10,7454,1,2
10,7456,1,2
10,7452,1,2
10,5476,0,2
10,5495,1,2
10,5477,0,2
10,5491,1,2
10,5478,1,2
10,10583,1,2
10,1602,1,2
10,1616,1,2
10,1611,1,2
10,1618,0,2
10,1705,1,2
10,1494,1,2
10,7963,1,2
10,3275,0,2
10,3279,1,2
10,3281,1,2
10,3272,1,2
10,4454,1,2
11,1096,1,2
11,1040,1,2
11,133,0,2
11,1027,0,2
11,506,1,2
11,508,1,2
11,12191,0,2
11,12196,1,2
11,12141,0,2
11,12153,1,2
11,12169,1,2
11,498,1,2
11,2720,1,2
11,12182,1,2
11,12175,1,2
11,12187,1,2
11,12376,1,2
11,3099,0,2
11,3093,1,2
11,3097,1,2
11,2993,1,2
11,12386,1,2
11,536,1,2
11,551,1,2
11,2795,1,2
11,2757,0,2
11,2810,1,2
11,2803,0,2
11,2807,1,2
11,2827,1,2
11,2808,1,2
11,553,1,2
11,549,1,2
11,2793,1,2
11,2792,1,2
11,2832,1,2
11,2836,1,2
11,2820,1,2
11,2833,1,2
11,2842,1,2
11,2815,1,2
11,2823,1,2
11,790,1,2
11,784,1,2
11,12105,1,2
11,2909,0,2
11,2936,1,2
11,2922,1,2
11,2907,1,2
11,2924,1,2
11,2900,1,2
11,67,1,2
11,126,1,2
11,77,1,2
11,73,1,2
11,12115,1,2
11,2938,1,2
11,2939,1,2
11,2916,0,2
11,2899,1,2
11,2905,1,2
11,80,1,2
11,87,1,2
11,68,0,2
11,74,1,2
11,93,1,2
11,11314,0,2
11,11318,0,2
11,5264,1,2
11,5281,0,2
11,5287,0,2
11,5266,1,2
11,5323,1,2
11,5319,0,2
11,5261,0,2
11,5283,1,2
11,5285,1,2
11,5286,1,2
11,5043,1,2
11,9088,1,2
11,7135,1,2
11,7157,1,2
11,7054,1,2
11,7605,1,2
11,7690,1,2
11,3569,1,2
11,7669,1,2
11,7767,1,2
11,3551,1,2
11,7524,1,2
11,1228,1,2
11,3850,1,2
11,13475,1,2
11,13458,1,2
11,13467,1,2
11,13464,1,2
11,13487,1,2
11,13451,1,2
11,13453,0,2
11,13461,1,2
11,13472,1,2
11,13480,0,2
11,13469,0,2
11,13478,1,2
11,13479,1,2
11,13471,0,2
11,3545,1,2
11,3523,0,2
11,3514,1,2
11,3493,1,2
11,3498,1,2
11,3506,1,2
11,9752,1,2
11,9800,1,2
11,616,1,2
11,7079,0,2
11,7353,1,2
11,601,1,2
11,621,1,2
11,623,1,2
11,624,1,2
11,615,1,2
11,622,1,2
11,627,1,2
11,630,1,2
11,617,1,2
11,626,1,2
11,607,1,2
11,8526,1,2
11,8608,1,2
11,6855,1,2
11,6835,1,2
11,6808,0,2
11,6860,1,2
11,6849,1,2
11,6810,1,2
11,6824,1,2
11,6843,1,2
11,7813,1,2
11,7817,1,2
11,1673,1,2
11,8328,1,2
11,8346,1,2
11,7271,1,2
11,4696,0,2
11,4683,1,2
11,4695,1,2
11,7368,1,2
11,7351,1,2
11,1468,1,2
11,10499,1,2
11,14062,0,2
11,9000,0,2
11,9432,1,2
11,9334,0,2
11,9441,1,2
11,9378,1,2
11,9316,1,2
11,7301,0,2
11,7310,1,2
11,9848,1,2
11,10597,1,2
11,10798,1,2
11,1536,1,2
11,1612,0,2
11,1613,0,2
11,1609,1,2
11,1619,0,2
11,1626,0,2
11,1617,1,2
11,1606,1,2
11,1608,0,2
11,1624,1,2
11,1620,1,2
11,11121,1,2
11,1706,1,2
11,10956,1,2
11,1853,0,2
11,1858,1,2
11,1833,0,2
11,1885,0,2
11,1810,1,2
11,1884,1,2
11,1887,1,2
11,1797,0,2
11,3285,1,2
11,8018,1,2
11,1496,0,2
11,3260,1,2
11,1487,1,2
11,1495,0,2
11,1493,1,2
11,3270,1,2
11,8202,1,2
11,7977,1,2
11,1481,1,2
11,4487,0,2
11,4488,0,2
11,4489,1,2
11,4469,1,2
11,4463,1,2
11,4490,1,2
11,6958,1,2
11,968,1,2
11,2172,0,2
11,2138,0,2
11,2066,0,2
11,2112,0,2
11,2893,1,2
11,1940,1,2
11,2141,1,2
11,1944,1,2
12,3010,0,2
12,3038,0,2
12,3065,0,2
12,3078,0,2
12,549,0,2
12,539,1,2
12,546,1,2
12,528,1,2
12,570,0,2
12,562,1,2
12,555,1,2
12,566,1,2
12,779,0,2
12,794,1,2
12,797,1,2
12,783,1,2
12,9220,0,2
12,7126,1,2
12,7026,1,2
12,7046,1,2
12,7586,1,2
12,7721,1,2
12,3573,1,2
12,7539,1,2
12,4139,1,2
12,3704,1,2
12,1230,1,2
12,13487,1,2
12,13465,1,2
12,13474,1,2
12,13475,1,2
12,13481,1,2
12,3965,1,2
12,1384,1,2
12,4309,1,2
12,1426,1,2
12,619,1,2
12,622,1,2
12,603,1,2
12,610,1,2
12,611,1,2
12,8525,0,2
12,8601,1,2
12,8516,1,2
12,8522,1,2
12,7870,1,2
12,7865,1,2
12,7809,0,2
12,7829,1,2
12,7814,0,2
12,7806,1,2
12,7800,1,2
12,7812,1,2
12,1669,1,2
12,8363,1,2
12,7262,1,2
12,14071,1,2
12,14078,1,2
12,14055,1,2
12,8872,1,2
12,8868,0,2
12,8841,1,2
12,8914,1,2
12,8991,1,2
12,8849,1,2
12,8964,1,2
12,1142,1,2
12,11218,0,2
12,9858,1,2
12,10562,0,2
12,7118,0,2
12,10576,0,2
12,7115,0,2
12,10583,0,2
12,7112,0,2
12,10599,0,2
12,10553,1,2
12,10797,1,2
12,1608,0,2
12,1626,0,2
12,1611,0,2
12,1796,1,2
12,1825,1,2
12,11008,1,2
12,11096,1,2
12,11188,1,2
12,11093,1,2
12,1715,1,2
12,7984,1,2
12,3258,1,2
13,9164,1,2
13,7125,1,2
13,7174,1,2
13,7133,1,2
